

//
// Armor techs
// 
ARMOR_0_NAME     | Titanium Armor
STREAMWPN_0_BRIEF   | Reduces enemy armor by 20%
STREAMWPN_0_DETAIL  | Fires an intense ionic blast, reducing the armor of every target in the opponent's group by 20% plus 1% per 2 firing ships, up to a maximum of 50% of its starting hit points per attack. Makes it very hard for armor to be repaired after.

STREAMWPN_1_NAME    | Neutron Stream Projector
STREAMWPN_1_BRIEF   | Reduces enemy armor by 40%
STREAMWPN_1_DETAIL  | Fires a blast of concentrated neutrinos, reducing the armor of every target in the opposing group by 40% plus 1% per firing ship, up to a maximum of 75% of its hit points per attack. Makes it almost unbearable to repair armor after. 


//
// Subspace Interdictor tech
//
SUBSPACEINT_0_NAME    | Sub-Space Interdictor
SUBSPACEINT_0_DETAIL  | By using garbage data and chaff, prevents the use of enemy sub-space teleporters and combat transporters due to ingrained security measures. The device is automatically added to missile bases.


//
// Subspace Teleporter tech
//
SUBSPACETEL_0_NAME    | Sub-Space Teleporter
SUBSPACETEL_0_BRIEF   | Teleports ship in combat
SUBSPACETEL_0_DETAIL  | Is able to teleport ships to any space on the combat map and before determining combat initiative normally with hyperspacial tunneling.


//
// Ship Torpedo Weapon techs
//
TORPEDO_0_NAME        | Anti-Matter Torpedos
TORPEDO_0_BRIEF       | Fires one per 2 turns
TORPEDO_0_DETAIL      | High energy tracking torpedoes filled to the brim with antimatter that deliver 30 points of damage but may only be fired every other turn. Each torpedo is equipped with a +4 level targeting computer.

TORPEDO_1_NAME        | Hellfire Torpedoes
TORPEDO_1_BRIEF       | Hits all four shields
TORPEDO_1_DETAIL      | Enveloping energy torpedoes that simultaneously strike all shields. They move at speed 5, are guided by a +6 level targeting computer, delivering damage equal to four 25-point attacks. The sound of their impact is so loud that the crew of ships hit often becomes deaf.

TORPEDO_2_NAME        | Proton Torpedoes
TORPEDO_2_BRIEF       | Fires one per 2 turns
TORPEDO_2_DETAIL      | High-yield energy torpedoes equipped with a chain proton reactor that deliver 75 points of damage but may be fired only every other turn. Each torpedo is equipped with a +6 level targeting computer. Resulting explosion of spacecraft destroyed with this torpedo is bright enought to be occausionally mistaken for a supernova.

TORPEDO_3_NAME        | Plasma Torpedoes
TORPEDO_3_BRIEF       | Loses 15 damage/hex
TORPEDO_3_DETAIL      | Pure energy torpedoes that deliver 150 points of damage using a hyperspace-based energy withdrawal reaction and move at speed 6, but lose 15 damage per space traveled due to inherent decay in the reaction. The launcher fires every other turn and has a +7 guidance computer.

